CP	Nom	Population	Categorie
07800	La Voulte-sur-Rhône	5084	3
07800	Charmes-sur-Rhône	2437	3
07800	Saint-Georges-les-Bains	2065	3
07800	Beauchastel	1714	3
07800	Saint-Laurent-du-Pape	1581	3
08000	Villers-Semeuse	3525	3
08000	La Francheville	1587	3
08000	Prix-lès-Mézières	1378	3
08000	Warcq	1320	3
08000	Les Ayvelles	951	3
08090	Charleville-Mézières	49433	2
08090	Aiglemont	1627	3
08090	Montcy-Notre-Dame	1584	3
08090	Saint-Laurent	1201	3
08090	Tournes	1009	3
08110	Carignan	3047	3
08110	Blagny	1203	3
08110	Pure	639	3
08110	Messincourt	614	3
08120	Bogny-sur-Meuse	5416	3
08130	Attigny	1234	3
08140	Bazeilles	2000	3
08140	Douzy	1841	3
08140	Francheval	625	3
08150	Renwez	1734	3
08150	Rimogne	1430	3
08150	Lonny	611	3
08150	Rouvroy-sur-Audry	572	3
08150	Sormonne	561	3
08150	Sécheval	523	3
08150	Harcy	501	3
08160	Nouvion-sur-Meuse	2297	3
08160	Flize	1165	3
08160	Dom-le-Mesnil	1066	3
08160	Sapogne-et-Feuchères	523	3
08160	Vendresse	502	3
08170	Fumay	3712	3
08190	Asfeld	1090	3
08190	Saint-Germainmont	786	3
08200	Sedan	18512	2
08200	Floing	2477	3
08200	Givonne	1127	3
08200	Saint-Menges	1059	3
08200	Wadelincourt	518	3
08210	Mouzon	2287	3
08230	Rocroi	2422	3
08230	Bourg-Fidèle	860	3
08230	Gué-d'Hossus	529	3
08260	Maubert-Fontaine	1047	3
08260	Auvillers-les-Forges	890	3
08260	Éteignières	510	3
08270	Saulces-Monclin	689	3
08270	Novion-Porcien	502	3
08290	Liart	542	3
08300	Rethel	7718	3
08300	Sault-lès-Rethel	1926	3
08300	Tagnon	929	3
08300	Neuflize	738	3
08300	Amagne	709	3
08300	Le Châtelet-sur-Retourne	675	3
08300	Novy-Chevrières	640	3
08300	Lucquy	591	3
08300	Coucy	526	3
08310	Juniville	1208	3
08310	Machault	504	3
08320	Vireux-Wallerand	1975	3
08320	Vireux-Molhain	1650	3
08320	Aubrives	858	3
08330	Vrigne-aux-Bois	3406	3
08350	Donchery	2328	3
08350	Noyers-Pont-Maugis	729	3
08360	Château-Porcien	1409	3
08370	Margut	793	3
08380	Signy-le-Petit	1309	3
08390	Le Chesne	968	3
08400	Vouziers	4094	3
08410	Boulzicourt	949	3
08430	Poix-Terron	860	3
08430	Launois-sur-Vence	651	3
08440	Vivier-au-Court	3221	3
08440	Lumes	1149	3
08440	Ville-sur-Lumes	500	3
08450	Raucourt-et-Flaba	860	3
08450	Remilly-Aillicourt	791	3
08450	Haraucourt	750	3
08460	Signy-l'Abbaye	1355	3
08460	Thin-le-Moutier	561	3
08500	Revin	7187	3
08500	Les Mazures	942	3
08600	Givet	6626	3
08600	Fromelennes	1075	3
08600	Chooz	768	3
08600	Rancennes	726	3
08700	Nouzonville	6312	3
08700	Neufmanil	1150	3
08700	Gespunsart	1097	3
08700	La Grandville	827	3
08700	Joigny-sur-Meuse	705	3
08800	Monthermé	2445	3
08800	Les Hautes-Rivières	1608	3
08800	Deville	1121	3
08800	Thilay	1060	3
08800	Laifour	516	3
09000	Foix	9782	3
09000	Saint-Paul-de-Jarrat	1267	3
09000	Saint-Jean-de-Verges	1147	3
09000	Ferrières-sur-Ariège	834	3
09000	Serres-sur-Arget	785	3
09000	Ganac	692	3
09000	Vernajoul	692	3
09000	Saint-Pierre-de-Rivière	666	3
09000	Brassac	638	3
09100	Pamiers	15448	2
09100	La Tour-du-Crieu	2776	3
09100	Saint-Jean-du-Falga	2707	3
09100	Bonnac	721	3
09100	Les Pujols	720	3
09100	Villeneuve-du-Paréage	709	3
09110	Ax-les-Thermes	1348	3
09120	Varilhes	3138	3
09120	Rieux-de-Pelleport	1259	3
09120	Dalou	758	3
09120	Crampagna	692	3
09130	Le Fossat	1070	3
09130	Carla-Bayle	786	3
09130	Artigat	579	3
09140	Seix	773	3
09140	Ercé	564	3
09140	Oust	549	3
09160	Prat-Bonrepaux	841	3
09190	Saint-Lizier	1430	3
09190	Lorp-Sentaraille	1354	3
09200	Saint-Girons	6423	3
09200	Montjoie-en-Couserans	1049	3
09200	Moulis	790	3
09200	Eycheil	569	3
09210	Lézat-sur-Lèze	2373	3
09210	Saint-Ybars	659	3
09220	Auzat	573	3
09220	Vicdessos	558	3
09230	Sainte-Croix-Volvestre	642	3
09240	La Bastide-de-Sérou	959	3
09250	Luzenac	551	3
09270	Mazères	3726	3
09290	Le Mas-d'Azil	1209	3
09300	Lavelanet	6404	3
09300	Villeneuve-d'Olmes	1091	3
09300	Bélesta	1084	3
09300	Montferrier	635	3
09320	Massat	690	3
09330	Montgaillard	1387	3
09340	Verniolle	2355	3
09350	Daumazan-sur-Arize	709	3
09350	Les Bordes-sur-Arize	533	3
09400	Tarascon-sur-Ariège	3427	3
09400	Mercus-Garrabet	1146	3
09400	Arignac	718	3
09400	Saurat	669	3
09420	Rimont	588	3
09420	Lescure	508	3
09500	Mirepoix	3127	3
09500	Rieucros	632	3
09600	Laroque-d'Olmes	2654	3
09600	La Bastide-sur-l'Hers	727	3
09600	Léran	633	3
09600	Aigues-Vives	591	3
09600	Dun	572	3
09700	Saverdun	4531	3
09700	Montaut	681	3
10000	Troyes	60013	2
10100	Romilly-sur-Seine	13673	2
10100	Crancey	798	3
10100	Pars-lès-Romilly	791	3
10100	Gélannes	726	3
10100	Ossey-les-Trois-Maisons	594	3
10110	Bar-sur-Seine	3203	3
10120	Saint-André-les-Vergers	11356	2
10120	Saint-Pouange	917	3
10120	Laines-aux-Bois	510	3
10130	Ervy-le-Châtel	1234	3
10130	Auxon	953	3
10130	Saint-Phal	534	3
10130	Chessy-les-Prés	530	3
10140	Vendeuvre-sur-Barse	2398	3
10150	Pont-Sainte-Marie	4844	3
10150	Sainte-Maure	1427	3
10150	Charmont-sous-Barbuise	1036	3
10150	Lavau	901	3
10150	Voué	602	3
10160	Aix-en-Othe	2450	3
10160	Saint-Mards-en-Othe	659	3
10170	Méry-sur-Seine	1462	3
10190	Estissac	1847	3
10190	Fontvannes	595	3
10190	Mesnil-Saint-Loup	573	3
10190	Vauchassis	512	3
10190	Villemaur-sur-Vanne	501	3
10200	Bar-sur-Aube	5214	3
10210	Chaource	1106	3
10220	Piney	1436	3
10220	Brévonnes	706	3
10220	Mesnil-Sellières	569	3
10230	Mailly-le-Camp	1783	3
10250	Mussy-sur-Seine	1095	3
10250	Gyé-sur-Seine	516	3
10260	Saint-Parres-lès-Vaudes	1022	3
10260	Villemoyenne	761	3
10260	Vaudes	658	3
10260	Virey-sous-Bar	634	3
10260	Fouchères	533	3
10270	Lusigny-sur-Barse	1748	3
10270	Montaulin	777	3
10270	Courteranges	580	3
10270	Bouranton	525	3
10280	Saint-Mesmin	898	3
10290	Marcilly-le-Hayer	690	3
10300	Sainte-Savine	10178	2
10300	Macey	899	3
10310	Ville-sous-la-Ferté	1103	3
10310	Bayel	834	3
10320	Bouilly	1058	3
10330	Chavanges	648	3
10340	Les Riceys	1343	3
10350	Marigny-le-Châtel	1674	3
10360	Essoyes	728	3
10390	Clérey	1116	3
10400	Nogent-sur-Seine	6028	3
10400	Pont-sur-Seine	1040	3
10400	La Saulsotte	683	3
10400	Fontaine-Mâcon	642	3
10400	Le Mériot	581	3
10400	Avant-lès-Marcilly	503	3
10410	Saint-Parres-aux-Tertres	2910	3
10410	Villechétif	945	3
10420	Les Noës-près-Troyes	3194	3
10430	Rosières-près-Troyes	3533	3
10440	La Rivière-de-Corps	2927	3
10440	Torvilliers	891	3
10500	Brienne-le-Château	3024	3
10500	Dienville	871	3
10510	Châtres	668	3
10510	Origny-le-Sec	652	3
10600	La Chapelle-Saint-Luc	12716	2
10600	Saint-Lyé	2935	3
10600	Payns	1290	3
10600	Barberey-Saint-Sulpice	1252	3
10600	Savières	1017	3
10600	Mergey	691	3
10600	Villacerf	535	3
10700	Arcis-sur-Aube	2988	3
10700	Pouan-les-Vallées	521	3
10800	Saint-Julien-les-Villas	6887	3
10800	Bréviandes	2318	3
10800	Buchères	1385	3
10800	Saint-Léger-près-Troyes	742	3
10800	Moussey	587	3
10800	Rouilly-Saint-Loup	561	3
10800	Les Bordes-Aumont	556	3
10800	Isle-Aumont	511	3
11000	Carcassonne	47268	2
11090	Berriac	883	3
11100	Narbonne	51546	2
11110	Coursan	6050	3
11110	Salles-d'Aude	2983	3
11110	Vinassan	2522	3
11110	Armissan	1551	3
11120	Argeliers	1934	3
11120	Saint-Nazaire-d'Aude	1842	3
11120	Moussan	1813	3
11120	Ginestas	1362	3
11120	Marcorignan	1180	3
11120	Bize-Minervois	1086	3
11120	Mirepeisset	765	3
11120	Sainte-Valière	550	3
11130	Sigean	5426	3
11140	Axat	624	3
11150	Bram	3368	3
11150	Pexiora	1254	3
11150	Villepinte	1232	3
11150	Villasavary	1221	3
11160	Rieux-Minervois	2016	3
11160	Caunes-Minervois	1660	3
11160	Peyriac-Minervois	1100	3
11160	Villeneuve-Minervois	1053	3
11160	Trausse	509	3
11170	Alzonne	1378	3
11170	Pezens	1344	3
11170	Moussoulens	957	3
11170	Caux-et-Sauzens	802	3
11170	Montolieu	795	3
11190	Couiza	1156	3
11190	Montazels	553	3
11200	Lézignan-Corbières	10920	2
11200	Bizanet	1388	3
11200	Névian	1301	3
11200	Fabrezan	1261	3
11200	Ornaisons	1243	3
11200	Saint-André-de-Roquelongue	1183	3
11200	Luc-sur-Orbieu	1065	3
11200	Conilhac-Corbières	917	3
11200	Boutenac	704	3
11200	Homps	654	3
11200	Paraza	641	3
11200	Cruscades	622	3
11200	Montséret	512	3
11210	Port-la-Nouvelle	5682	3
11220	Lagrasse	575	3
11220	Montlaur	523	3
11230	Chalabre	1123	3
11230	Puivert	520	3
11240	Belvèze-du-Razès	891	3
11250	Pomas	805	3
11250	Saint-Hilaire	762	3
11250	Leuc	752	3
11250	Couffoulens	619	3
11250	Preixan	543	3
11260	Espéraza	2088	3
11260	Campagne-sur-Aude	667	3
11270	Fanjeaux	785	3
11290	Lavalette	1344	3
11290	Alairac	1296	3
11290	Arzens	1156	3
11290	Roullens	508	3
11300	Limoux	10155	2
11300	Pieusse	993	3
11300	Cournanel	666	3
11300	Cépie	655	3
11300	Lauraguel	604	3
11300	La Digne-d'Aval	539	3
11300	Magrie	515	3
11310	Saissac	924	3
11310	Saint-Denis	503	3
11320	Labastide-d'Anjou	1019	3
11320	Montferrand	505	3
11350	Tuchan	814	3
11350	Paziols	523	3
11360	Durban-Corbières	686	3
11370	Leucate	4030	3
11390	Cuxac-Cabardès	894	3
11400	Castelnaudary	11876	2
11400	Villeneuve-la-Comptal	1231	3
11400	Saint-Martin-Lalande	1092	3
11400	Mas-Saintes-Puelles	906	3
11400	Lasbordes	812	3
11400	Saint-Papoul	765	3
11400	Fendeille	572	3
11410	Salles-sur-l'Hers	635	3
11420	Belpech	1324	3
11430	Gruissan	4644	3
11440	Peyriac-de-Mer	1049	3
11500	Quillan	3249	3
11510	Fitou	1012	3
11510	Caves	727	3
11540	Roquefort-des-Corbières	991	3
11570	Palaja	2127	3
11570	Cavanac	928	3
11590	Cuxac-d'Aude	4122	3
11590	Sallèles-d'Aude	2722	3
11590	Ouveillan	2323	3
11600	Villegailhenc	1649	3
11600	Villegly	1062	3
11600	Villalier	962	3
11600	Villardonnel	521	3
11610	Pennautier	2442	3
11610	Ventenac-Cabardès	850	3
11620	Villemoustaussou	3710	3
11700	Capendu	1586	3
11700	Azille	1196	3
11700	Pépieux	1004	3
11700	Douzens	705	3
11700	Moux	638	3
11700	Fontcouverte	520	3
11800	Trèbes	5305	3
11800	Laure-Minervois	1061	3
11800	Barbaira	753	3
11800	Badens	746	3
11800	Marseillette	675	3
12000	Rodez	23794	2
12000	Le Monastère	2107	3
12100	Millau	21626	2
12100	Saint-Georges-de-Luzençon	1514	3
12100	Creissels	1506	3
12110	Aubin	3954	3
12110	Cransac	1649	3
12110	Viviez	1363	3
12120	Cassagnes-Bégonhès	890	3
12120	Arvieu	842	3
12120	Salmiech	735	3
12120	Centrès	550	3
12120	Comps-la-Grand-Ville	550	3
12120	Sainte-Juliette-sur-Viaur	544	3
12130	Saint-Geniez-d'Olt	2013	3
12140	Entraygues-sur-Truyère	1113	3
12150	Sévérac-le-Château	2412	3
12150	Lapanouse	751	3
12160	Baraqueville	3061	3
12160	Moyrazès	1139	3
12160	Manhac	740	3
12160	Boussac	528	3
12170	Réquista	2024	3
12170	Lédergues	705	3
12170	Durenque	567	3
12190	Le Nayrac	537	3
12190	Coubisou	529	3
12190	Sébrazac	506	3
12200	Villefranche-de-Rouergue	11742	2
12200	Martiel	942	3
12200	La Bastide-l'Évêque	822	3
12200	La Rouquette	742	3
12200	Toulonjac	713	3
12200	Vailhourles	682	3
12200	Sanvensa	647	3
12200	Savignac	632	3
12200	Morlhon-le-Haut	564	3
12210	Laguiole	1243	3
12210	Montpeyroux	554	3
12220	Montbazens	1412	3
12220	Roussennac	529	3
12220	Vaureilles	516	3
12230	La Cavalerie	1064	3
12230	Nant	929	3
12230	Saint-Jean-du-Bruel	668	3
12240	Rieupeyroux	2063	3
12240	Colombiès	943	3
12250	Roquefort-sur-Soulzon	643	3
12270	La Fouillade	1113	3
12270	Najac	743	3
12290	Pont-de-Salars	1644	3
12290	Ségur	578	3
12290	Trémouilles	514	3
12300	Decazeville	5917	3
12300	Firmi	2490	3
12300	Livinhac-le-Haut	1156	3
12300	Flagnac	1013	3
12300	Boisse-Penchot	536	3
12310	Laissac	1605	3
12310	Bertholène	1006	3
12320	Saint-Cyprien-sur-Dourdou	858	3
12330	Salles-la-Source	2093	3
12330	Marcillac-Vallon	1661	3
12330	Valady	1569	3
12330	Clairvaux-d'Aveyron	1156	3
12330	Saint-Christophe-Vallon	1142	3
12330	Nauviale	553	3
12330	Mouret	513	3
12340	Bozouls	2752	3
12340	Rodelle	1001	3
12350	Maleville	934	3
12360	Camarès	982	3
12370	Belmont-sur-Rance	987	3
12380	Saint-Sernin-sur-Rance	664	3
12390	Rignac	1955	3
12390	Auzits	858	3
12390	Anglars-Saint-Félix	721	3
12390	Mayran	605	3
12390	Goutrens	501	3
12400	Saint-Affrique	8259	3
12400	Vabres-l'Abbaye	1143	3
12410	Salles-Curan	1068	3
12420	Sainte-Geneviève-sur-Argence	996	3
12430	Villefranche-de-Panat	742	3
12440	La Salvetat-Peyralès	1044	3
12450	Flavin	2277	3
12460	Saint-Amans-des-Cots	768	3
12470	Saint-Chély-d'Aubrac	548	3
12480	Broquiès	629	3
12490	Saint-Rome-de-Tarn	859	3
12490	Saint-Rome-de-Cernon	789	3
12490	Viala-du-Tarn	500	3
12500	Espalion	4313	3
12500	Saint-Côme-d'Olt	1343	3
12500	Castelnau-de-Mandailles	543	3
12510	Olemps	3215	3
12510	Druelle	1996	3
12510	Balsac	612	3
12520	Aguessac	872	3
12520	Compeyre	519	3
12540	Cornus	504	3
12560	Saint-Laurent-d'Olt	633	3
12600	Mur-de-Barrez	808	3
12600	Brommat	677	3
12620	Saint-Beauzély	541	3
12630	Montrozier	1476	3
12630	Agen-d'Aveyron	1088	3
12640	Rivière-sur-Tarn	1053	3
12700	Capdenac-Gare	4432	3
12700	Asprières	691	3
12740	Sébazac-Concourès	3107	3
12740	La Loubière	1438	3
12780	Vézins-de-Lévézou	653	3
12800	Naucelle	1985	3
12800	Quins	833	3
12800	Sauveterre-de-Rouergue	790	3
12800	Camjac	566	3
12850	Onet-le-Château	11068	2
12850	Sainte-Radegonde	1682	3
13000	Marseille	850636	1
13100	Aix-en-Provence	140684	1
13100	Le Tholonet	2266	3
13100	Saint-Marc-Jaumegarde	1116	3
13100	Beaurecueil	564	3
13103	Saint-Étienne-du-Grès	2297	3
13103	Mas-Blanc-des-Alpilles	505	3
13105	Mimet	4508	3
13109	Simiane-Collongue	5437	3
13110	Port-de-Bouc	17211	2
13111	Coudoux	3459	3
13112	La Destrousse	3013	3
13113	Lamanon	1823	3
13114	Puyloubier	1845	3
13116	Vernègues	1463	3
13119	Saint-Savournin	3240	3
13120	Gardanne	20473	2
13121	Aurons	532	3
13122	Ventabren	4598	3
13124	Peypin	5363	3
13126	Vauvenargues	1027	3
13127	Vitrolles	34827	2
13130	Berre-l'Étang	13840	2
13140	Miramas	25265	2
13150	Tarascon	13105	2
13150	Boulbon	1522	3
13160	Châteaurenard	15665	2
13170	Les Pennes-Mirabeau	19534	2
13180	Gignac-la-Nerthe	9055	3
13190	Allauch	20243	2
13200	Arles	52510	2
13210	Saint-Rémy-de-Provence	10826	2
13220	Châteauneuf-les-Martigues	12266	2
13230	Port-Saint-Louis-du-Rhône	8609	3
13240	Septèmes-les-Vallons	11067	2
13250	Saint-Chamas	7774	3
13250	Cornillon-Confoux	1342	3
13260	Cassis	7712	3
13270	Fos-sur-Mer	15499	2
13300	Salon-de-Provence	42812	2
13310	Saint-Martin-de-Crau	11371	2
13320	Bouc-Bel-Air	13761	2
13330	Pélissanne	9585	3
13330	La Barben	687	3
13340	Rognac	11707	2
13350	Charleval	2498	3
13360	Roquevaire	8548	3
13370	Mallemort	6208	3
13380	Plan-de-Cuques	10974	2
13390	Auriol	11886	2
13400	Aubagne	45800	2
13410	Lambesc	9250	3
13420	Gémenos	6165	3
13430	Eyguières	6446	3
13440	Cabannes	4341	3
13450	Grans	4282	3
13460	Saintes-Maries-de-la-Mer	2396	3
13480	Cabriès	8800	3
13490	Jouques	4248	3
13500	Martigues	47614	2
13510	Éguilles	7504	3
13520	Paradou	1526	3
13530	Trets	10220	2
13550	Noves	5238	3
13560	Sénas	6661	3
13570	Barbentane	3899	3
13580	La Fare-les-Oliviers	7256	3
13590	Meyreuil	5294	3
13600	La Ciotat	33738	2
13600	Ceyreste	4183	3
13610	Le Puy-Sainte-Réparade	5338	3
13620	Carry-le-Rouet	6338	3
13630	Eyragues	4100	3
13640	La Roque-d'Anthéron	5357	3
13650	Meyrargues	3625	3
13660	Orgon	3126	3
13670	Saint-Andiol	3211	3
13670	Verquières	815	3
13680	Lançon-Provence	8399	3
13690	Graveson	4032	3
13700	Marignane	34393	2
13710	Fuveau	9350	3
13720	La Bouilladisse	5997	3
13720	Belcodène	1824	3
13730	Saint-Victoret	6596	3
13740	Le Rove	4456	3
13750	Plan-d'Orgon	2981	3
13760	Saint-Cannat	5474	3
13770	Venelles	8227	3
13780	Cuges-les-Pins	4898	3
13790	Peynier	2966	3
13790	Châteauneuf-le-Rouge	2109	3
13800	Istres	42943	2
13810	Eygalières	1752	3
13820	Ensuès-la-Redonne	5254	3
13821	La Penne-sur-Huveaune	6338	3
13830	Roquefort-la-Bédoule	5063	3
13840	Rognes	4683	3
13850	Gréasque	4112	3
13860	Peyrolles-en-Provence	4717	3
13870	Rognonas	4064	3
13880	Velaux	8589	3
13890	Mouriès	3520	3
13910	Maillane	2408	3
13920	Saint-Mitre-les-Remparts	5573	3
13930	Aureille	1521	3
13940	Mollégès	2540	3
13950	Cadolive	2124	3
13960	Sausset-les-Pins	7740	3
13980	Alleins	2403	3
13990	Fontvieille	3670	3
14000	Caen	108793	1
14100	Lisieux	21391	2
14100	Saint-Désir	1606	3
14100	Beuvillers	1345	3
14100	Ouilly-le-Vicomte	881	3
14100	Saint-Martin-de-Mailloc	880	3
14100	Hermival-les-Vaux	838	3
14100	Saint-Martin-de-la-Lieue	816	3
14100	Saint-Germain-de-Livet	787	3
14100	Marolles	730	3
14100	Courtonne-la-Meurdrac	692	3
14100	Le Mesnil-Guillaume	607	3
14110	Condé-sur-Noireau	5315	3
14110	Saint-Germain-du-Crioult	927	3
14110	Saint-Denis-de-Méré	834	3
14111	Louvigny	2671	3
14112	Périers-sur-le-Dan	500	3
14113	Villerville	743	3
14114	Ver-sur-Mer	1576	3
14117	Arromanches-les-Bains	567	3
14120	Mondeville	9506	3
14123	Ifs	11347	2
14123	Fleury-sur-Orne	4208	3
14130	Pont-l'Évêque	4432	3
14130	Le Breuil-en-Auge	995	3
14130	Coquainvilliers	853	3
14130	Bonneville-la-Louvet	796	3
14130	Blangy-le-Château	688	3
14130	Saint-Hymer	643	3
14140	Livarot	2226	3
14140	Saint-Julien-le-Faucon	725	3
14140	Fervaques	709	3
14150	Ouistreham	9458	3
14160	Dives-sur-Mer	5940	3
14170	Saint-Pierre-sur-Dives	3651	3
14170	Vendeuvre	721	3
14190	Saint-Sylvain	1351	3
14190	Saint-Germain-le-Vasson	976	3
14190	Grainville-Langannerie	702	3
14190	Ouilly-le-Tesson	537	3
14200	Hérouville-Saint-Clair	21360	2
14210	Évrecy	1721	3
14210	Esquay-Notre-Dame	1433	3
14210	Sainte-Honorine-du-Fay	1315	3
14210	Cheux	1272	3
14210	Noyers-Bocage	1092	3
14210	Tourville-sur-Odon	1076	3
14210	Amayé-sur-Orne	1015	3
14210	Grainville-sur-Odon	981	3
14210	Baron-sur-Odon	841	3
14210	Missy	557	3
14210	Gavrus	556	3
14210	Avenay	522	3
14220	Thury-Harcourt	2032	3
14220	Barbery	761	3
14220	Cesny-Bois-Halbout	622	3
14220	Boulon	609	3
14220	Saint-Martin-de-Sallen	604	3
14220	Croisilles	551	3
14230	Isigny-sur-Mer	2798	3
14230	La Cambe	631	3
14230	Osmanville	608	3
14240	Cahagnes	1379	3
14240	Caumont-l'Éventé	1373	3
14240	Anctoville	1077	3
14240	Livry	771	3
14250	Tilly-sur-Seulles	1546	3
14250	Audrieu	1049	3
14250	Fontenay-le-Pesnel	1002	3
14250	Juaye-Mondaye	675	3
14260	Aunay-sur-Odon	3158	3
14260	Saint-Georges-d'Aunay	713	3
14260	Jurques	670	3
14270	Le Mesnil-Mauger	1047	3
14270	Magny-la-Campagne	587	3
14280	Saint-Contest	2497	3
14280	Saint-Germain-la-Blanche-Herbe	2470	3
14280	Authie	1441	3
14290	La Vespière	989	3
14290	Saint-Cyr-du-Ronceray	615	3
14290	La Chapelle-Yvon	534	3
14290	Saint-Pierre-de-Mailloc	501	3
14310	Villers-Bocage	3007	3
14310	Villy-Bocage	781	3
14310	Épinay-sur-Odon	661	3
14320	Saint-Martin-de-Fontenay	2572	3
14320	Saint-André-sur-Orne	1865	3
14320	May-sur-Orne	1802	3
14320	Fontenay-le-Marmion	1612	3
14320	Clinchamps-sur-Orne	1098	3
14320	Laize-la-Ville	638	3
14330	Le Molay-Littry	3083	3
14330	Sainte-Marguerite-d'Elle	757	3
14340	Cambremer	1122	3
14340	Le Pré-d'Auge	853	3
14340	Bonnebosq	712	3
14340	Manerbe	525	3
14350	Saint-Martin-des-Besaces	1154	3
14350	La Graverie	1117	3
14350	Le Bény-Bocage	1046	3
14350	Sainte-Marie-Laumont	630	3
14350	Le Tourneur	608	3
14350	Campeaux	570	3
14350	Montchamp	568	3
14360	Trouville-sur-Mer	4789	3
14370	Argences	3564	3
14370	Moult	1920	3
14370	Bellengreville	1579	3
14370	Méry-Corbon	1012	3
14370	Vimont	746	3
14370	Airan	688	3
14370	Chicheboville	509	3
14380	Saint-Sever-Calvados	1343	3
14380	Mesnil-Clinchamps	979	3
14380	Landelles-et-Coupigny	837	3
14380	Saint-Manvieu-Bocage	559	3
14390	Cabourg	3800	3
14390	Varaville	917	3
14390	Petiville	521	3
14400	Bayeux	13511	2
14400	Saint-Vigor-le-Grand	1997	3
14400	Sommervieu	1046	3
14400	Subles	659	3
14400	Longues-sur-Mer	642	3
14400	Saint-Martin-des-Entrées	636	3
14400	Tour-en-Bessin	593	3
14400	Crouay	558	3
14400	Monceaux-en-Bessin	526	3
14410	Vassy	1798	3
14410	Viessoix	825	3
14410	Bernières-le-Patry	566	3
14420	Potigny	1818	3
14420	Ussy	851	3
14420	Villers-Canivet	742	3
14420	Soumont-Saint-Quentin	545	3
14430	Dozulé	1970	3
14440	Douvres-la-Délivrande	5014	3
14440	Cresserons	1207	3
14460	Colombelles	5442	3
14470	Courseulles-sur-Mer	4179	3
14470	Graye-sur-Mer	642	3
14470	Reviers	574	3
14480	Creully	1692	3
14480	Le Fresne-Camilly	815	3
14480	Banville	668	3
14480	Lantheuil	652	3
14490	Balleroy	969	3
14490	Le Tronquay	756	3
14490	Saint-Paul-du-Vernay	740	3
14500	Vire	11936	2
14500	Vaudry	1504	3
14500	Roullours	891	3
14500	Truttemer-le-Grand	639	3
14510	Houlgate	2097	3
14510	Gonneville-sur-Mer	662	3
14520	Port-en-Bessin-Huppain	2084	3
14520	Sainte-Honorine-des-Pertes	577	3
14530	Luc-sur-Mer	3065	3
14540	Soliers	2146	3
14540	Bourguébus	1429	3
14540	Grentheville	901	3
14540	Rocquancourt	819	3
14540	Garcelles-Secqueville	766	3
14540	Saint-Aignan-de-Cramesnil	515	3
14550	Blainville-sur-Orne	5676	3
14570	Clécy	1257	3
14590	Moyaux	1351	3
14590	Le Pin	731	3
14600	Honfleur	8125	3
14600	La Rivière-Saint-Sauveur	2009	3
14600	Équemauville	1294	3
14600	Ablon	1196	3
14600	Gonneville-sur-Honfleur	829	3
14600	Genneville	769	3
14610	Cairon	1688	3
14610	Épron	1555	3
14610	Thaon	1472	3
14610	Cambes-en-Plaine	1368	3
14610	Basly	1115	3
14610	Anguerny	759	3
14610	Villons-les-Buissons	711	3
14610	Anisy	675	3
14630	Cagny	1384	3
14630	Émiéville	563	3
14640	Villers-sur-Mer	2684	3
14650	Carpiquet	2401	3
14670	Troarn	3669	3
14680	Bretteville-sur-Laize	1667	3
14680	Gouvix	782	3
14680	Fresney-le-Puceux	741	3
14700	La Hoguette	699	3
14700	Fresné-la-Mère	566	3
14710	Trévières	931	3
14730	Giberville	4954	3
14740	Lasson	600	3
14740	Rosel	556	3
14750	Saint-Aubin-sur-Mer	2190	3
14760	Bretteville-sur-Odon	3855	3
14780	Lion-sur-Mer	2641	3
14790	Verson	3565	3
14790	Fontaine-Étoupefour	1949	3
14790	Mouen	1345	3
14800	Touques	3957	3
14800	Deauville	3816	3
14800	Saint-Arnoult	1174	3
14830	Langrune-sur-Mer	1763	3
14840	Démouville	3313	3
14840	Cuverville	2048	3
14850	Hérouvillette	1120	3
14850	Escoville	723	3
14860	Bavent	1733	3
14860	Ranville	1612	3
14880	Hermanville-sur-Mer	2767	3
14880	Colleville-Montgomery	2267	3
14910	Blonville-sur-Mer	1584	3
14920	Mathieu	1949	3
14930	Éterville	1382	3
14930	Maltot	870	3
14930	Vieux	676	3
14940	Sannerville	1732	3
14960	Asnelles	576	3
14970	Bénouville	2041	3
14970	Saint-Aubin-d'Arquenay	788	3
14980	Rots	1436	3
14990	Bernières-sur-Mer	2311	3
15000	Aurillac	27338	2
15000	Ytrac	3937	3
15000	Naucelles	1914	3
15100	Saint-Georges	1094	3
15100	Roffiac	590	3
15100	Villedieu	527	3
15110	Chaudes-Aigues	935	3
15120	Montsalvy	876	3
15130	Arpajon-sur-Cère	6144	3
15130	Sansac-de-Marmiesse	1301	3
15130	Giou-de-Mamou	742	3
15130	Lafeuillade-en-Vézie	583	3
15130	Yolet	561	3
15140	Saint-Martin-Valmeroux	836	3
15150	Laroquebrou	805	3
15150	Siran	505	3
15160	Allanche	855	3
15170	Neussargues-Moissac	977	3
15170	Talizat	590	3
15200	Mauriac	3819	3
15200	Le Vigean	834	3
15210	Ydes	1822	3
15220	Saint-Mamet-la-Salvetat	1555	3
15220	Roannes-Saint-Mary	1021	3
15220	Marcolès	604	3
15230	Pierrefort	905	3
15240	Saignes	892	3
15250	Jussac	1907	3
15250	Saint-Paul-des-Landes	1492	3
15250	Reilhac	1075	3
15250	Marmanhac	722	3
15250	Ayrens	551	3
15260	Neuvéglise	1085	3
15270	Lanobre	1442	3
15290	Le Rouget	971	3
15300	Laveissière	579	3
15300	Valuéjols	547	3
15310	Saint-Cernin	1086	3
